N,a,version,num_qubits,num_gates,gate_types
17947,5609,1,33,231801,"{'CNOT': 1144, 'PhaseShift': 5806, 'C_C_PhaseShift': 16819, 'Toffoli': 210, 'ControlledPhaseShift': 183374, 'Hadamard': 23708, 'PauliX': 740}"
17947,5609,0,33,267390,"{'CNOT': 1260, 'PhaseShift': 6734, 'C_C_PhaseShift': 18768, 'Toffoli': 210, 'ControlledPhaseShift': 212142, 'Hadamard': 27420, 'PauliX': 856}"
17947,17504,1,33,241013,"{'CNOT': 1174, 'PhaseShift': 6046, 'C_C_PhaseShift': 17328, 'Toffoli': 210, 'ControlledPhaseShift': 190817, 'Hadamard': 24668, 'PauliX': 770}"
17947,17504,0,33,267387,"{'CNOT': 1260, 'PhaseShift': 6734, 'C_C_PhaseShift': 18762, 'Toffoli': 210, 'ControlledPhaseShift': 212145, 'Hadamard': 27420, 'PauliX': 856}"
17947,8023,1,33,237984,"{'CNOT': 1164, 'PhaseShift': 5966, 'C_C_PhaseShift': 17200, 'Toffoli': 210, 'ControlledPhaseShift': 188336, 'Hadamard': 24348, 'PauliX': 760}"
17947,8023,0,33,267416,"{'CNOT': 1260, 'PhaseShift': 6734, 'C_C_PhaseShift': 18792, 'Toffoli': 210, 'ControlledPhaseShift': 212144, 'Hadamard': 27420, 'PauliX': 856}"
67591,2,1,37,346979,"{'CNOT': 1420, 'PhaseShift': 7900, 'C_C_PhaseShift': 22846, 'Toffoli': 272, 'ControlledPhaseShift': 281431, 'Hadamard': 32216, 'PauliX': 894}"
67591,2,0,37,427643,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 26766, 'Toffoli': 272, 'ControlledPhaseShift': 348211, 'Hadamard': 39848, 'PauliX': 1106}"
67591,21419,1,37,390492,"{'CNOT': 1532, 'PhaseShift': 8908, 'C_C_PhaseShift': 25816, 'Toffoli': 272, 'ControlledPhaseShift': 316710, 'Hadamard': 36248, 'PauliX': 1006}"
67591,21419,0,37,428539,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 27663, 'Toffoli': 272, 'ControlledPhaseShift': 348210, 'Hadamard': 39848, 'PauliX': 1106}"
67591,60591,1,37,388828,"{'CNOT': 1528, 'PhaseShift': 8872, 'C_C_PhaseShift': 25600, 'Toffoli': 272, 'ControlledPhaseShift': 315450, 'Hadamard': 36104, 'PauliX': 1002}"
67591,60591,0,37,428533,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 27657, 'Toffoli': 272, 'ControlledPhaseShift': 348210, 'Hadamard': 39848, 'PauliX': 1106}"
67591,49737,1,37,378133,"{'CNOT': 1500, 'PhaseShift': 8620, 'C_C_PhaseShift': 25043, 'Toffoli': 272, 'ControlledPhaseShift': 306628, 'Hadamard': 35096, 'PauliX': 974}"
67591,49737,0,37,428615,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 27741, 'Toffoli': 272, 'ControlledPhaseShift': 348208, 'Hadamard': 39848, 'PauliX': 1106}"
67591,35384,1,37,385774,"{'CNOT': 1520, 'PhaseShift': 8800, 'C_C_PhaseShift': 25441, 'Toffoli': 272, 'ControlledPhaseShift': 312931, 'Hadamard': 35816, 'PauliX': 994}"
67591,35384,0,37,428564,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 27687, 'Toffoli': 272, 'ControlledPhaseShift': 348211, 'Hadamard': 39848, 'PauliX': 1106}"
67591,28787,1,37,386049,"{'CNOT': 1520, 'PhaseShift': 8800, 'C_C_PhaseShift': 25717, 'Toffoli': 272, 'ControlledPhaseShift': 312930, 'Hadamard': 35816, 'PauliX': 994}"
67591,28787,0,37,428929,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 28053, 'Toffoli': 272, 'ControlledPhaseShift': 348210, 'Hadamard': 39848, 'PauliX': 1106}"
67591,42506,1,37,382726,"{'CNOT': 1512, 'PhaseShift': 8728, 'C_C_PhaseShift': 25289, 'Toffoli': 272, 'ControlledPhaseShift': 310411, 'Hadamard': 35528, 'PauliX': 986}"
67591,42506,0,37,428552,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 27675, 'Toffoli': 272, 'ControlledPhaseShift': 348211, 'Hadamard': 39848, 'PauliX': 1106}"
67591,7333,1,37,381195,"{'CNOT': 1508, 'PhaseShift': 8692, 'C_C_PhaseShift': 25208, 'Toffoli': 272, 'ControlledPhaseShift': 309149, 'Hadamard': 35384, 'PauliX': 982}"
67591,7333,0,37,428382,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 27507, 'Toffoli': 272, 'ControlledPhaseShift': 348209, 'Hadamard': 39848, 'PauliX': 1106}"
67591,30023,1,37,387229,"{'CNOT': 1524, 'PhaseShift': 8836, 'C_C_PhaseShift': 25449, 'Toffoli': 272, 'ControlledPhaseShift': 314190, 'Hadamard': 35960, 'PauliX': 998}"
67591,30023,0,37,428461,"{'CNOT': 1632, 'PhaseShift': 9808, 'C_C_PhaseShift': 27585, 'Toffoli': 272, 'ControlledPhaseShift': 348210, 'Hadamard': 39848, 'PauliX': 1106}"
67591,4209,1,37,164180,"{'CNOT': 652, 'PhaseShift': 3733, 'C_C_PhaseShift': 10868, 'Toffoli': 119, 'ControlledPhaseShift': 133143, 'Hadamard': 15242, 'PauliX': 423}"
67591,4209,0,37,187924,"{'CNOT': 714, 'PhaseShift': 4291, 'C_C_PhaseShift': 12168, 'Toffoli': 119, 'ControlledPhaseShift': 152673, 'Hadamard': 17474, 'PauliX': 485}"
272483,2,1,41,523299,"{'CNOT': 1774, 'PhaseShift': 10918, 'C_C_PhaseShift': 32038, 'Toffoli': 342, 'ControlledPhaseShift': 432681, 'Hadamard': 44436, 'PauliX': 1110}"
272483,2,0,41,651691,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 37554, 'Toffoli': 342, 'ControlledPhaseShift': 541101, 'Hadamard': 55556, 'PauliX': 1388}"
272483,165390,1,41,583588,"{'CNOT': 1902, 'PhaseShift': 12198, 'C_C_PhaseShift': 35751, 'Toffoli': 342, 'ControlledPhaseShift': 482601, 'Hadamard': 49556, 'PauliX': 1238}"
272483,165390,0,41,653110,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 38973, 'Toffoli': 342, 'ControlledPhaseShift': 541101, 'Hadamard': 55556, 'PauliX': 1388}"
272483,210327,1,41,593658,"{'CNOT': 1924, 'PhaseShift': 12418, 'C_C_PhaseShift': 36098, 'Toffoli': 342, 'ControlledPhaseShift': 491180, 'Hadamard': 50436, 'PauliX': 1260}"
272483,210327,0,41,653052,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 38916, 'Toffoli': 342, 'ControlledPhaseShift': 541100, 'Hadamard': 55556, 'PauliX': 1388}"
272483,140375,1,41,601842,"{'CNOT': 1942, 'PhaseShift': 12598, 'C_C_PhaseShift': 36326, 'Toffoli': 342, 'ControlledPhaseShift': 498200, 'Hadamard': 51156, 'PauliX': 1278}"
272483,140375,0,41,652914,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 38778, 'Toffoli': 342, 'ControlledPhaseShift': 541100, 'Hadamard': 55556, 'PauliX': 1388}"
272483,34703,1,41,601368,"{'CNOT': 1940, 'PhaseShift': 12578, 'C_C_PhaseShift': 36736, 'Toffoli': 342, 'ControlledPhaseShift': 497420, 'Hadamard': 51076, 'PauliX': 1276}"
272483,34703,0,41,653334,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 39198, 'Toffoli': 342, 'ControlledPhaseShift': 541100, 'Hadamard': 55556, 'PauliX': 1388}"
272483,110617,1,41,580587,"{'CNOT': 1896, 'PhaseShift': 12138, 'C_C_PhaseShift': 35405, 'Toffoli': 342, 'ControlledPhaseShift': 480258, 'Hadamard': 49316, 'PauliX': 1232}"
272483,110617,0,41,652921,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 38787, 'Toffoli': 342, 'ControlledPhaseShift': 541098, 'Hadamard': 55556, 'PauliX': 1388}"
272483,164983,1,41,576125,"{'CNOT': 1886, 'PhaseShift': 12038, 'C_C_PhaseShift': 35361, 'Toffoli': 342, 'ControlledPhaseShift': 476360, 'Hadamard': 48916, 'PauliX': 1222}"
272483,164983,0,41,653019,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 38883, 'Toffoli': 342, 'ControlledPhaseShift': 541100, 'Hadamard': 55556, 'PauliX': 1388}"
272483,111479,1,41,610286,"{'CNOT': 1960, 'PhaseShift': 12778, 'C_C_PhaseShift': 36814, 'Toffoli': 342, 'ControlledPhaseShift': 505220, 'Hadamard': 51876, 'PauliX': 1296}"
272483,111479,0,41,653022,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 38886, 'Toffoli': 342, 'ControlledPhaseShift': 541100, 'Hadamard': 55556, 'PauliX': 1388}"
272483,261742,1,41,607906,"{'CNOT': 1954, 'PhaseShift': 12718, 'C_C_PhaseShift': 37085, 'Toffoli': 342, 'ControlledPhaseShift': 502881, 'Hadamard': 51636, 'PauliX': 1290}"
272483,261742,0,41,653344,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 39207, 'Toffoli': 342, 'ControlledPhaseShift': 541101, 'Hadamard': 55556, 'PauliX': 1388}"
272483,207427,1,41,593671,"{'CNOT': 1924, 'PhaseShift': 12418, 'C_C_PhaseShift': 36111, 'Toffoli': 342, 'ControlledPhaseShift': 491180, 'Hadamard': 50436, 'PauliX': 1260}"
272483,207427,0,41,653004,"{'CNOT': 2052, 'PhaseShift': 13698, 'C_C_PhaseShift': 38868, 'Toffoli': 342, 'ControlledPhaseShift': 541100, 'Hadamard': 55556, 'PauliX': 1388}"
1065023,2,1,45,794860,"{'CNOT': 2232, 'PhaseShift': 15332, 'C_C_PhaseShift': 44647, 'Toffoli': 420, 'ControlledPhaseShift': 668559, 'Hadamard': 62256, 'PauliX': 1414}"
1065023,2,0,45,953928,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 51075, 'Toffoli': 420, 'ControlledPhaseShift': 804783, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,962284,1,45,886203,"{'CNOT': 2394, 'PhaseShift': 17114, 'C_C_PhaseShift': 50130, 'Toffoli': 420, 'ControlledPhaseShift': 745185, 'Hadamard': 69384, 'PauliX': 1576}"
1065023,962284,0,45,955962,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 53109, 'Toffoli': 420, 'ControlledPhaseShift': 804783, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,299625,1,45,886996,"{'CNOT': 2396, 'PhaseShift': 17136, 'C_C_PhaseShift': 49866, 'Toffoli': 420, 'ControlledPhaseShift': 746128, 'Hadamard': 69472, 'PauliX': 1578}"
1065023,299625,0,45,955833,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 52983, 'Toffoli': 420, 'ControlledPhaseShift': 804780, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,555495,1,45,880616,"{'CNOT': 2384, 'PhaseShift': 17004, 'C_C_PhaseShift': 49844, 'Toffoli': 420, 'ControlledPhaseShift': 740454, 'Hadamard': 68944, 'PauliX': 1566}"
1065023,555495,0,45,956003,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 53151, 'Toffoli': 420, 'ControlledPhaseShift': 804782, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,292828,1,45,887270,"{'CNOT': 2396, 'PhaseShift': 17136, 'C_C_PhaseShift': 50137, 'Toffoli': 420, 'ControlledPhaseShift': 746131, 'Hadamard': 69472, 'PauliX': 1578}"
1065023,292828,0,45,956079,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 53226, 'Toffoli': 420, 'ControlledPhaseShift': 804783, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,517217,1,45,874777,"{'CNOT': 2374, 'PhaseShift': 16894, 'C_C_PhaseShift': 49309, 'Toffoli': 420, 'ControlledPhaseShift': 735720, 'Hadamard': 68504, 'PauliX': 1556}"
1065023,517217,0,45,955675,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 52827, 'Toffoli': 420, 'ControlledPhaseShift': 804778, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,551011,1,45,879950,"{'CNOT': 2384, 'PhaseShift': 17004, 'C_C_PhaseShift': 49178, 'Toffoli': 420, 'ControlledPhaseShift': 740454, 'Hadamard': 68944, 'PauliX': 1566}"
1065023,551011,0,45,955436,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 52584, 'Toffoli': 420, 'ControlledPhaseShift': 804782, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,898492,1,45,898208,"{'CNOT': 2416, 'PhaseShift': 17356, 'C_C_PhaseShift': 50475, 'Toffoli': 420, 'ControlledPhaseShift': 755591, 'Hadamard': 70352, 'PauliX': 1598}"
1065023,898492,0,45,955854,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 53001, 'Toffoli': 420, 'ControlledPhaseShift': 804783, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,837605,1,45,882597,"{'CNOT': 2388, 'PhaseShift': 17048, 'C_C_PhaseShift': 49706, 'Toffoli': 420, 'ControlledPhaseShift': 742345, 'Hadamard': 69120, 'PauliX': 1570}"
1065023,837605,0,45,955918,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 53067, 'Toffoli': 420, 'ControlledPhaseShift': 804781, 'Hadamard': 74928, 'PauliX': 1702}"
1065023,759163,1,45,882846,"{'CNOT': 2388, 'PhaseShift': 17048, 'C_C_PhaseShift': 49954, 'Toffoli': 420, 'ControlledPhaseShift': 742346, 'Hadamard': 69120, 'PauliX': 1570}"
1065023,759163,0,45,955979,"{'CNOT': 2520, 'PhaseShift': 18500, 'C_C_PhaseShift': 53127, 'Toffoli': 420, 'ControlledPhaseShift': 804782, 'Hadamard': 74928, 'PauliX': 1702}"
4235339,2,1,49,1123170,"{'CNOT': 2686, 'PhaseShift': 20110, 'C_C_PhaseShift': 59261, 'Toffoli': 506, 'ControlledPhaseShift': 957361, 'Hadamard': 81548, 'PauliX': 1698}"
4235339,2,0,49,1350695,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 67686, 'Toffoli': 506, 'ControlledPhaseShift': 1154761, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,1839797,1,49,1254856,"{'CNOT': 2886, 'PhaseShift': 22510, 'C_C_PhaseShift': 65749, 'Toffoli': 506, 'ControlledPhaseShift': 1070159, 'Hadamard': 91148, 'PauliX': 1898}"
4235339,1839797,0,49,1352838,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 69831, 'Toffoli': 506, 'ControlledPhaseShift': 1154759, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,1160412,1,49,1246041,"{'CNOT': 2872, 'PhaseShift': 22342, 'C_C_PhaseShift': 65696, 'Toffoli': 506, 'ControlledPhaseShift': 1062265, 'Hadamard': 90476, 'PauliX': 1884}"
4235339,1160412,0,49,1353089,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 70080, 'Toffoli': 506, 'ControlledPhaseShift': 1154761, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,4139912,1,49,1251163,"{'CNOT': 2880, 'PhaseShift': 22438, 'C_C_PhaseShift': 65810, 'Toffoli': 506, 'ControlledPhaseShift': 1066777, 'Hadamard': 90860, 'PauliX': 1892}"
4235339,4139912,0,49,1352924,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 69915, 'Toffoli': 506, 'ControlledPhaseShift': 1154761, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,762605,1,49,1265018,"{'CNOT': 2902, 'PhaseShift': 22702, 'C_C_PhaseShift': 65895, 'Toffoli': 506, 'ControlledPhaseShift': 1079183, 'Hadamard': 91916, 'PauliX': 1914}"
4235339,762605,0,49,1352715,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 69708, 'Toffoli': 506, 'ControlledPhaseShift': 1154759, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,395242,1,49,1260270,"{'CNOT': 2894, 'PhaseShift': 22606, 'C_C_PhaseShift': 66153, 'Toffoli': 506, 'ControlledPhaseShift': 1074673, 'Hadamard': 91532, 'PauliX': 1906}"
4235339,395242,0,49,1352891,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 69882, 'Toffoli': 506, 'ControlledPhaseShift': 1154761, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,919805,1,49,1262951,"{'CNOT': 2898, 'PhaseShift': 22654, 'C_C_PhaseShift': 66332, 'Toffoli': 506, 'ControlledPhaseShift': 1076927, 'Hadamard': 91724, 'PauliX': 1910}"
4235339,919805,0,49,1353075,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 70068, 'Toffoli': 506, 'ControlledPhaseShift': 1154759, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,1282127,1,49,1243276,"{'CNOT': 2868, 'PhaseShift': 22294, 'C_C_PhaseShift': 65436, 'Toffoli': 506, 'ControlledPhaseShift': 1060008, 'Hadamard': 90284, 'PauliX': 1880}"
4235339,1282127,0,49,1352911,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 69903, 'Toffoli': 506, 'ControlledPhaseShift': 1154760, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,1342028,1,49,1245928,"{'CNOT': 2872, 'PhaseShift': 22342, 'C_C_PhaseShift': 65583, 'Toffoli': 506, 'ControlledPhaseShift': 1062265, 'Hadamard': 90476, 'PauliX': 1884}"
4235339,1342028,0,49,1353020,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 70011, 'Toffoli': 506, 'ControlledPhaseShift': 1154761, 'Hadamard': 98348, 'PauliX': 2048}"
4235339,3541336,1,49,1241872,"{'CNOT': 2866, 'PhaseShift': 22270, 'C_C_PhaseShift': 65283, 'Toffoli': 506, 'ControlledPhaseShift': 1058881, 'Hadamard': 90188, 'PauliX': 1878}"
4235339,3541336,0,49,1352987,"{'CNOT': 3036, 'PhaseShift': 24310, 'C_C_PhaseShift': 69978, 'Toffoli': 506, 'ControlledPhaseShift': 1154761, 'Hadamard': 98348, 'PauliX': 2048}"
16850989,2,1,53,1567547,"{'CNOT': 3214, 'PhaseShift': 26206, 'C_C_PhaseShift': 77202, 'Toffoli': 600, 'ControlledPhaseShift': 1352157, 'Hadamard': 106128, 'PauliX': 2040}"
16850989,2,0,53,1859452,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 87327, 'Toffoli': 600, 'ControlledPhaseShift': 1608075, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,2131638,1,53,1739168,"{'CNOT': 3438, 'PhaseShift': 29118, 'C_C_PhaseShift': 85303, 'Toffoli': 600, 'ControlledPhaseShift': 1500669, 'Hadamard': 117776, 'PauliX': 2264}"
16850989,2131638,0,53,1862224,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 90099, 'Toffoli': 600, 'ControlledPhaseShift': 1608075, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,12910650,1,53,1733411,"{'CNOT': 3430, 'PhaseShift': 29014, 'C_C_PhaseShift': 85386, 'Toffoli': 600, 'ControlledPhaseShift': 1495365, 'Hadamard': 117360, 'PauliX': 2256}"
16850989,12910650,0,53,1862833,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 90708, 'Toffoli': 600, 'ControlledPhaseShift': 1608075, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,12805020,1,53,1748078,"{'CNOT': 3450, 'PhaseShift': 29274, 'C_C_PhaseShift': 85453, 'Toffoli': 600, 'ControlledPhaseShift': 1508625, 'Hadamard': 118400, 'PauliX': 2276}"
16850989,12805020,0,53,1862170,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 90045, 'Toffoli': 600, 'ControlledPhaseShift': 1608075, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,15705150,1,53,1755581,"{'CNOT': 3460, 'PhaseShift': 29404, 'C_C_PhaseShift': 85656, 'Toffoli': 600, 'ControlledPhaseShift': 1515255, 'Hadamard': 118920, 'PauliX': 2286}"
16850989,15705150,0,53,1861942,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 89817, 'Toffoli': 600, 'ControlledPhaseShift': 1608075, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,8436059,1,53,1742388,"{'CNOT': 3442, 'PhaseShift': 29170, 'C_C_PhaseShift': 85604, 'Toffoli': 600, 'ControlledPhaseShift': 1503320, 'Hadamard': 117984, 'PauliX': 2268}"
16850989,8436059,0,53,1862322,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 90198, 'Toffoli': 600, 'ControlledPhaseShift': 1608074, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,385241,1,53,1730120,"{'CNOT': 3426, 'PhaseShift': 28962, 'C_C_PhaseShift': 85018, 'Toffoli': 600, 'ControlledPhaseShift': 1492710, 'Hadamard': 117152, 'PauliX': 2252}"
16850989,385241,0,53,1862194,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 90072, 'Toffoli': 600, 'ControlledPhaseShift': 1608072, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,3843720,1,53,1725455,"{'CNOT': 3420, 'PhaseShift': 28884, 'C_C_PhaseShift': 84730, 'Toffoli': 600, 'ControlledPhaseShift': 1488735, 'Hadamard': 116840, 'PauliX': 2246}"
16850989,3843720,0,53,1862167,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 90042, 'Toffoli': 600, 'ControlledPhaseShift': 1608075, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,8953169,1,53,1731709,"{'CNOT': 3428, 'PhaseShift': 28988, 'C_C_PhaseShift': 85148, 'Toffoli': 600, 'ControlledPhaseShift': 1494035, 'Hadamard': 117256, 'PauliX': 2254}"
16850989,8953169,0,53,1862337,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 90216, 'Toffoli': 600, 'ControlledPhaseShift': 1608071, 'Hadamard': 126200, 'PauliX': 2426}"
16850989,11414396,1,53,1737434,"{'CNOT': 3436, 'PhaseShift': 29092, 'C_C_PhaseShift': 85029, 'Toffoli': 600, 'ControlledPhaseShift': 1499343, 'Hadamard': 117672, 'PauliX': 2262}"
16850989,11414396,0,53,1861870,"{'CNOT': 3600, 'PhaseShift': 31224, 'C_C_PhaseShift': 89745, 'Toffoli': 600, 'ControlledPhaseShift': 1608075, 'Hadamard': 126200, 'PauliX': 2426}"
